order_id,customer_id,restaurant_id,agent_id,order_placed_at,order_accepted_at,order_delivered_at,order_status,total_amount,discount_amount,delivery_fee,tax_amount,final_amount,delivery_distance_km,estimated_delivery_time,actual_delivery_time,delivery_city,delivery_pincode,order_source,promo_code
ORD0001740,CUST017359,REST04486,AGENT04581,2026-04-20 07:05:57,2026-04-20 07:11:57,2026-04-20 07:55:57,CANCELLED,230,142,49,11.5,148.5,3.08,29,35,Chennai,514691,IOS,PROMO0106
ORD0001741,CUST008053,REST06365,AGENT01459,2026-04-18 21:30:46,2026-04-18 21:38:46,2026-04-18 22:27:46,DELIVERED,820,9,45,41.0,897.0,14.31,51,40,Pune,247180,WEB,PROMO0185
ORD0001742,CUST033214,REST00516,AGENT01910,2026-05-01 08:12:49,2026-05-01 08:14:49,2026-05-01 08:57:49,CANCELLED,615,58,43,30.75,630.75,5.68,47,49,Jaipur,495099,ANDROID,PROMO0340
ORD0001743,CUST031149,REST08574,AGENT01770,2026-05-02 02:21:48,2026-05-02 02:25:48,2026-05-02 03:07:48,DELIVERED,258,264,30,12.9,36.9,10.65,27,36,Gurgaon,714804,IOS,PROMO0327
ORD0001744,CUST043164,REST05662,AGENT00397,2026-05-09 17:34:06,2026-05-09 17:44:06,2026-05-09 18:21:06,CANCELLED,1312,123,38,65.6,1292.6,14.99,37,29,Kolkata,440973,IOS,PROMO0130
ORD0001745,CUST049353,REST03428,AGENT01265,2026-04-22 02:53:42,2026-04-22 03:00:42,2026-04-22 03:53:42,DELIVERED,1441,168,76,72.05,1421.05,6.41,37,55,Mumbai,956189,ANDROID,PROMO0168
ORD0001746,CUST024759,REST06465,AGENT01545,2026-04-19 18:25:05,2026-04-19 18:29:05,2026-04-19 19:07:05,DELIVERED,1454,226,65,72.7,1365.7,8.89,39,49,Delhi,245711,ANDROID,PROMO0259
ORD0001747,CUST047490,REST03806,AGENT03209,2026-05-05 11:27:23,2026-05-05 11:37:23,2026-05-05 12:19:23,CANCELLED,310,39,27,15.5,313.5,14.32,51,47,Jaipur,993250,IOS,PROMO0334
ORD0001748,CUST008599,REST05021,AGENT03196,2026-04-20 15:05:16,2026-04-20 15:14:16,2026-04-20 15:39:16,DELIVERED,326,270,44,16.3,116.3,1.44,26,61,Hyderabad,797708,IOS,PROMO0463
ORD0001749,CUST006891,REST06678,AGENT03146,2026-05-14 08:22:25,2026-05-14 08:23:25,2026-05-14 09:15:25,CANCELLED,1369,173,24,68.45,1288.45,1.14,39,35,Mumbai,233281,IOS,PROMO0289
ORD0001750,CUST008092,REST01448,AGENT03575,2026-05-03 16:38:16,2026-05-03 16:47:16,2026-05-03 17:25:16,CANCELLED,698,121,23,34.9,634.9,2.18,45,25,Bangalore,364040,IOS,PROMO0495
ORD0001751,CUST004069,REST01321,AGENT01832,2026-05-02 05:48:02,2026-05-02 05:55:02,2026-05-02 06:29:02,CANCELLED,620,69,35,31.0,617.0,1.74,33,35,Jaipur,77615,ANDROID,PROMO0434
ORD0001752,CUST024814,REST07541,AGENT03396,2026-04-24 12:52:37,2026-04-24 12:57:37,2026-04-24 13:21:37,CANCELLED,1149,11,75,57.45,1270.45,7.9,31,58,Hyderabad,960270,IOS,PROMO0446
ORD0001753,CUST026500,REST06499,AGENT04201,2026-04-29 18:36:30,2026-04-29 18:38:30,2026-04-29 19:38:30,DELIVERED,1106,290,69,55.3,940.3,12.57,48,39,Mumbai,45852,IOS,PROMO0014
ORD0001754,CUST046091,REST09959,AGENT00042,2026-05-09 00:35:51,2026-05-09 00:40:51,2026-05-09 01:29:51,DELIVERED,1337,187,28,66.85,1244.85,13.14,53,65,Hyderabad,816305,WEB,PROMO0456
ORD0001755,CUST010259,REST04423,AGENT01539,2026-04-16 20:53:43,2026-04-16 21:03:43,2026-04-16 21:29:43,DELIVERED,683,247,32,34.15,502.15,9.87,41,55,Delhi,71298,ANDROID,PROMO0477
ORD0001756,CUST032742,REST06440,AGENT03046,2026-05-07 18:58:25,2026-05-07 19:02:25,2026-05-07 19:47:25,DELIVERED,553,18,67,27.65,629.65,3.85,25,60,Pune,164226,IOS,PROMO0489
ORD0001757,CUST035156,REST03303,AGENT02544,2026-04-17 07:47:15,2026-04-17 07:52:15,2026-04-17 08:35:15,CANCELLED,315,263,58,15.75,125.75,12.59,58,22,Bangalore,676560,WEB,PROMO0134
ORD0001758,CUST030772,REST05849,AGENT02315,2026-04-20 12:40:15,2026-04-20 12:46:15,2026-04-20 13:39:15,DELIVERED,295,116,65,14.75,258.75,7.35,30,26,Pune,501200,ANDROID,PROMO0208
ORD0001759,CUST046228,REST04179,AGENT02726,2026-05-12 22:12:44,2026-05-12 22:19:44,2026-05-12 23:02:44,CANCELLED,282,41,29,14.1,284.1,13.32,28,74,Bangalore,435923,ANDROID,PROMO0298
ORD0001760,CUST035064,REST09287,AGENT00493,2026-04-26 06:12:39,2026-04-26 06:17:39,2026-04-26 07:00:39,DELIVERED,841,185,76,42.05,774.05,12.53,29,39,Kolkata,834510,IOS,PROMO0062
ORD0001761,CUST029496,REST05921,AGENT03972,2026-05-12 17:40:52,2026-05-12 17:45:52,2026-05-12 18:24:52,DELIVERED,430,222,30,21.5,259.5,6.45,51,47,Gurgaon,811109,WEB,PROMO0249
ORD0001762,CUST048627,REST03137,AGENT03006,2026-04-29 01:28:22,2026-04-29 01:38:22,2026-04-29 02:23:22,CANCELLED,1368,249,64,68.4,1251.4,12.02,48,22,Gurgaon,292210,ANDROID,PROMO0316
ORD0001763,CUST044645,REST08861,AGENT00534,2026-05-01 17:18:41,2026-05-01 17:28:41,2026-05-01 18:21:41,DELIVERED,613,220,57,30.65,480.65,13.11,33,34,Hyderabad,696739,IOS,PROMO0157
ORD0001764,CUST009501,REST02029,AGENT04534,2026-04-16 09:00:47,2026-04-16 09:08:47,2026-04-16 09:47:47,DELIVERED,1398,12,61,69.9,1516.9,14.08,40,55,Bangalore,816742,IOS,PROMO0011
ORD0001765,CUST030762,REST04480,AGENT02789,2026-04-16 13:14:19,2026-04-16 13:18:19,2026-04-16 13:47:19,CANCELLED,549,153,71,27.45,494.45,5.13,51,65,Kolkata,42508,IOS,PROMO0435
ORD0001766,CUST041584,REST06253,AGENT04322,2026-05-12 10:26:26,2026-05-12 10:35:26,2026-05-12 10:57:26,CANCELLED,866,91,43,43.3,861.3,12.58,54,60,Jaipur,922214,IOS,PROMO0232
ORD0001767,CUST001356,REST00289,AGENT01552,2026-04-16 23:34:09,2026-04-16 23:43:09,2026-04-17 00:38:09,DELIVERED,553,86,80,27.65,574.65,1.85,27,54,Pune,722927,IOS,PROMO0440
ORD0001768,CUST039652,REST07860,AGENT01588,2026-04-21 09:14:26,2026-04-21 09:21:26,2026-04-21 10:09:26,CANCELLED,391,113,39,19.55,336.55,14.76,20,44,Jaipur,823421,ANDROID,PROMO0485
ORD0001769,CUST001194,REST08430,AGENT02159,2026-04-17 07:06:02,2026-04-17 07:14:02,2026-04-17 08:07:02,DELIVERED,1336,203,43,66.8,1242.8,14.77,43,63,Bangalore,100509,IOS,PROMO0149
ORD0001770,CUST000994,REST05157,AGENT02854,2026-05-03 15:21:48,2026-05-03 15:31:48,2026-05-03 16:18:48,CANCELLED,615,7,66,30.75,704.75,7.52,46,31,Hyderabad,465577,IOS,PROMO0305
ORD0001771,CUST010155,REST00392,AGENT03651,2026-04-19 22:16:37,2026-04-19 22:21:37,2026-04-19 22:54:37,CANCELLED,262,177,34,13.1,132.1,1.04,32,70,Kolkata,344893,WEB,PROMO0085
ORD0001772,CUST047245,REST00725,AGENT04665,2026-04-28 02:07:57,2026-04-28 02:14:57,2026-04-28 02:36:57,CANCELLED,332,185,21,16.6,184.6,9.57,52,43,Pune,334021,IOS,PROMO0253
ORD0001773,CUST026305,REST08485,AGENT02497,2026-04-23 18:12:08,2026-04-23 18:18:08,2026-04-23 18:47:08,DELIVERED,936,127,45,46.8,900.8,1.4,44,29,Mumbai,371345,WEB,PROMO0495
ORD0001774,CUST017199,REST08846,AGENT04864,2026-05-10 14:44:34,2026-05-10 14:49:34,2026-05-10 15:29:34,CANCELLED,1234,248,51,61.7,1098.7,13.15,23,26,Chennai,238016,ANDROID,PROMO0229
ORD0001775,CUST047059,REST03174,AGENT02377,2026-05-01 17:33:31,2026-05-01 17:41:31,2026-05-01 18:25:31,DELIVERED,642,111,44,32.1,607.1,14.41,52,25,Jaipur,505860,ANDROID,PROMO0448
ORD0001776,CUST034538,REST04195,AGENT00442,2026-05-10 04:31:18,2026-05-10 04:35:18,2026-05-10 05:26:18,CANCELLED,1275,48,54,63.75,1344.75,8.77,20,29,Hyderabad,648377,WEB,PROMO0465
ORD0001777,CUST041497,REST05378,AGENT00540,2026-04-27 08:56:33,2026-04-27 09:02:33,2026-04-27 10:01:33,DELIVERED,1014,35,28,50.7,1057.7,1.35,49,51,Pune,811507,ANDROID,PROMO0052
ORD0001778,CUST048922,REST01221,AGENT04544,2026-04-17 10:17:54,2026-04-17 10:21:54,2026-04-17 11:01:54,CANCELLED,232,45,29,11.6,227.6,8.21,26,63,Chennai,488828,IOS,PROMO0030
ORD0001779,CUST032540,REST08688,AGENT01286,2026-05-02 00:24:13,2026-05-02 00:29:13,2026-05-02 01:06:13,DELIVERED,1444,81,26,72.2,1461.2,2.65,36,23,Mumbai,35974,IOS,PROMO0477
ORD0001780,CUST018520,REST06225,AGENT03117,2026-04-20 19:04:59,2026-04-20 19:10:59,2026-04-20 19:54:59,DELIVERED,1182,206,48,59.1,1083.1,14.84,31,42,Jaipur,491919,WEB,PROMO0106
ORD0001781,CUST019123,REST04873,AGENT04793,2026-05-05 13:21:20,2026-05-05 13:24:20,2026-05-05 13:58:20,CANCELLED,756,150,56,37.8,699.8,4.67,49,69,Hyderabad,402973,WEB,PROMO0313
ORD0001782,CUST011978,REST02145,AGENT04137,2026-05-03 12:56:09,2026-05-03 13:02:09,2026-05-03 13:41:09,CANCELLED,1204,244,44,60.2,1064.2,5.23,22,68,Mumbai,91350,IOS,PROMO0107
ORD0001783,CUST047409,REST03890,AGENT01521,2026-04-21 08:33:15,2026-04-21 08:34:15,2026-04-21 09:31:15,CANCELLED,564,3,48,28.2,637.2,2.25,33,25,Kolkata,563805,WEB,PROMO0302
ORD0001784,CUST031309,REST05287,AGENT03526,2026-05-12 03:44:00,2026-05-12 03:49:00,2026-05-12 04:23:00,CANCELLED,512,38,52,25.6,551.6,2.94,36,32,Jaipur,48911,ANDROID,PROMO0031
ORD0001785,CUST047810,REST08087,AGENT03326,2026-04-19 09:13:05,2026-04-19 09:16:05,2026-04-19 09:46:05,DELIVERED,394,37,34,19.7,410.7,11.88,41,28,Kolkata,830601,ANDROID,PROMO0182
ORD0001786,CUST042168,REST08108,AGENT03054,2026-05-03 22:27:30,2026-05-03 22:28:30,2026-05-03 23:10:30,CANCELLED,779,227,78,38.95,668.95,2.51,55,62,Hyderabad,227194,WEB,PROMO0484
ORD0001787,CUST023452,REST02887,AGENT01227,2026-05-13 10:52:53,2026-05-13 10:54:53,2026-05-13 11:43:53,DELIVERED,295,173,30,14.75,166.75,2.32,45,51,Mumbai,157515,IOS,PROMO0020
ORD0001788,CUST000073,REST02074,AGENT04618,2026-04-27 06:47:08,2026-04-27 06:57:08,2026-04-27 07:32:08,DELIVERED,1279,268,21,63.95,1095.95,7.46,28,36,Mumbai,166617,WEB,PROMO0171
ORD0001789,CUST042869,REST04759,AGENT00936,2026-05-11 23:19:21,2026-05-11 23:23:21,2026-05-11 23:53:21,CANCELLED,1491,59,42,74.55,1548.55,1.4,49,37,Chennai,756311,ANDROID,PROMO0326
ORD0001790,CUST014837,REST00405,AGENT02385,2026-04-30 18:02:12,2026-04-30 18:08:12,2026-04-30 19:04:12,CANCELLED,881,147,65,44.05,843.05,12.53,29,22,Delhi,868125,IOS,PROMO0487
ORD0001791,CUST017500,REST02438,AGENT01651,2026-04-27 07:37:30,2026-04-27 07:44:30,2026-04-27 08:18:30,CANCELLED,581,295,30,29.05,345.05,1.5,27,44,Gurgaon,43200,ANDROID,PROMO0069
ORD0001792,CUST016909,REST05392,AGENT00818,2026-05-12 14:18:08,2026-05-12 14:26:08,2026-05-12 15:08:08,CANCELLED,806,226,79,40.3,699.3,12.61,34,68,Kolkata,951269,IOS,PROMO0489
ORD0001793,CUST037326,REST05402,AGENT02201,2026-04-20 09:55:00,2026-04-20 10:04:00,2026-04-20 10:24:00,DELIVERED,807,107,58,40.35,798.35,10.64,35,67,Jaipur,128611,WEB,PROMO0496
ORD0001794,CUST023157,REST06106,AGENT02185,2026-05-07 20:29:56,2026-05-07 20:34:56,2026-05-07 21:02:56,CANCELLED,365,288,74,18.25,169.25,3.58,43,20,Bangalore,243491,ANDROID,PROMO0455
ORD0001795,CUST023266,REST00916,AGENT03637,2026-04-23 23:25:49,2026-04-23 23:30:49,2026-04-24 00:15:49,DELIVERED,1447,281,77,72.35,1315.35,5.76,36,21,Gurgaon,320531,ANDROID,PROMO0275
ORD0001796,CUST006540,REST06937,AGENT01784,2026-05-11 13:30:40,2026-05-11 13:32:40,2026-05-11 14:14:40,CANCELLED,1136,89,56,56.8,1159.8,5.45,33,38,Kolkata,120541,ANDROID,PROMO0123
ORD0001797,CUST018061,REST00890,AGENT03803,2026-05-08 07:26:14,2026-05-08 07:35:14,2026-05-08 08:04:14,DELIVERED,1256,156,68,62.8,1230.8,13.09,39,68,Kolkata,53568,ANDROID,PROMO0362
ORD0001798,CUST033790,REST00875,AGENT02356,2026-05-03 19:26:48,2026-05-03 19:30:48,2026-05-03 19:54:48,DELIVERED,542,151,51,27.1,469.1,13.42,22,21,Gurgaon,276636,WEB,PROMO0343
ORD0001799,CUST005852,REST04129,AGENT04304,2026-05-13 17:51:55,2026-05-13 17:54:55,2026-05-13 18:50:55,CANCELLED,1136,135,75,56.8,1132.8,13.08,43,40,Kolkata,130157,ANDROID,PROMO0093
ORD0001800,CUST008293,REST08424,AGENT00562,2026-05-05 19:34:16,2026-05-05 19:43:16,2026-05-05 20:42:16,DELIVERED,439,50,73,21.95,483.95,11.69,32,66,Gurgaon,348482,ANDROID,PROMO0189
ORD0001801,CUST009259,REST01406,AGENT03834,2026-05-01 08:18:00,2026-05-01 08:21:00,2026-05-01 08:55:00,CANCELLED,1109,63,78,55.45,1179.45,8.17,45,21,Gurgaon,103427,WEB,PROMO0168
ORD0001802,CUST043259,REST01758,AGENT00581,2026-04-27 01:08:06,2026-04-27 01:10:06,2026-04-27 02:03:06,DELIVERED,1308,62,50,65.4,1361.4,3.59,31,23,Mumbai,352748,IOS,PROMO0165
ORD0001803,CUST021027,REST00519,AGENT04809,2026-04-14 18:47:46,2026-04-14 18:51:46,2026-04-14 19:27:46,DELIVERED,1106,161,80,55.3,1080.3,2.19,48,38,Delhi,728712,ANDROID,PROMO0194
ORD0001804,CUST031622,REST05764,AGENT00542,2026-04-25 09:48:43,2026-04-25 09:56:43,2026-04-25 10:42:43,DELIVERED,440,48,43,22.0,457.0,10.44,55,33,Mumbai,869009,WEB,PROMO0272
ORD0001805,CUST011639,REST01887,AGENT04260,2026-05-14 17:08:56,2026-05-14 17:12:56,2026-05-14 18:03:56,CANCELLED,720,76,50,36.0,730.0,13.52,22,31,Chennai,455923,IOS,PROMO0335
ORD0001806,CUST005205,REST07551,AGENT02767,2026-04-22 12:57:52,2026-04-22 12:59:52,2026-04-22 13:21:52,DELIVERED,991,144,79,49.55,975.55,8.77,56,55,Pune,498181,ANDROID,PROMO0411
ORD0001807,CUST045548,REST00553,AGENT01674,2026-04-22 05:52:53,2026-04-22 05:59:53,2026-04-22 06:38:53,DELIVERED,1360,108,29,68.0,1349.0,7.65,46,41,Kolkata,723770,ANDROID,PROMO0075
ORD0001808,CUST027121,REST01950,AGENT01013,2026-05-03 12:28:41,2026-05-03 12:37:41,2026-05-03 13:32:41,CANCELLED,600,131,38,30.0,537.0,10.95,56,52,Mumbai,949111,IOS,PROMO0091
ORD0001809,CUST030075,REST08257,AGENT01141,2026-05-08 07:42:25,2026-05-08 07:47:25,2026-05-08 08:24:25,CANCELLED,1432,246,57,71.6,1314.6,11.03,22,31,Hyderabad,548794,ANDROID,PROMO0204
ORD0001810,CUST021603,REST05333,AGENT04085,2026-05-10 21:40:09,2026-05-10 21:44:09,2026-05-10 22:33:09,DELIVERED,412,152,33,20.6,313.6,12.9,44,23,Jaipur,543178,ANDROID,PROMO0260
ORD0001811,CUST048748,REST05515,AGENT03707,2026-04-22 12:14:57,2026-04-22 12:18:57,2026-04-22 13:08:57,CANCELLED,1410,205,63,70.5,1338.5,4.87,20,37,Chennai,658897,WEB,PROMO0105
ORD0001812,CUST045108,REST06005,AGENT03597,2026-05-05 11:06:14,2026-05-05 11:16:14,2026-05-05 11:48:14,DELIVERED,376,131,69,18.8,332.8,2.19,45,68,Delhi,629847,ANDROID,PROMO0170
ORD0001813,CUST012499,REST01244,AGENT02446,2026-04-21 07:45:47,2026-04-21 07:53:47,2026-04-21 08:26:47,DELIVERED,1470,36,24,73.5,1531.5,6.5,52,58,Pune,10426,WEB,PROMO0039
ORD0001814,CUST042063,REST06364,AGENT01972,2026-05-05 22:42:34,2026-05-05 22:48:34,2026-05-05 23:44:34,CANCELLED,966,158,23,48.3,879.3,12.26,33,53,Jaipur,651536,IOS,PROMO0279
ORD0001815,CUST016488,REST00052,AGENT01594,2026-04-26 21:50:43,2026-04-26 21:54:43,2026-04-26 22:42:43,CANCELLED,539,247,25,26.95,343.95,4.24,28,33,Delhi,604434,ANDROID,PROMO0166
ORD0001816,CUST011892,REST06972,AGENT03220,2026-05-06 11:13:24,2026-05-06 11:18:24,2026-05-06 11:56:24,DELIVERED,1092,95,71,54.6,1122.6,13.58,45,25,Jaipur,775684,IOS,PROMO0038
ORD0001817,CUST039999,REST03596,AGENT00669,2026-04-17 21:58:38,2026-04-17 22:00:38,2026-04-17 22:24:38,DELIVERED,1073,253,39,53.65,912.65,10.7,35,20,Pune,191099,WEB,PROMO0105
ORD0001818,CUST002281,REST07681,AGENT03505,2026-05-06 15:54:03,2026-05-06 16:01:03,2026-05-06 16:49:03,CANCELLED,538,135,57,26.9,486.9,2.74,50,56,Hyderabad,893849,IOS,PROMO0279
ORD0001819,CUST019863,REST05144,AGENT01166,2026-05-13 05:22:06,2026-05-13 05:29:06,2026-05-13 06:02:06,CANCELLED,240,141,25,12.0,136.0,2.97,43,60,Hyderabad,612216,ANDROID,PROMO0466
ORD0001820,CUST036731,REST06491,AGENT00672,2026-04-21 15:04:59,2026-04-21 15:08:59,2026-04-21 15:45:59,CANCELLED,738,167,55,36.9,662.9,12.43,59,32,Kolkata,363478,ANDROID,PROMO0039
ORD0001821,CUST047220,REST07863,AGENT00743,2026-04-29 22:05:49,2026-04-29 22:11:49,2026-04-29 22:42:49,DELIVERED,1260,116,44,63.0,1251.0,10.93,24,69,Pune,378357,WEB,PROMO0395
ORD0001822,CUST040898,REST08926,AGENT01347,2026-05-07 22:54:07,2026-05-07 23:02:07,2026-05-07 23:50:07,DELIVERED,311,217,74,15.55,183.55,5.53,27,62,Pune,367480,IOS,PROMO0014
ORD0001823,CUST003366,REST02998,AGENT01650,2026-04-17 14:58:01,2026-04-17 15:06:01,2026-04-17 15:59:01,DELIVERED,1006,220,34,50.3,870.3,10.98,44,21,Kolkata,229438,WEB,PROMO0031
ORD0001824,CUST018322,REST04773,AGENT02181,2026-05-04 03:40:02,2026-05-04 03:47:02,2026-05-04 04:24:02,CANCELLED,1351,267,75,67.55,1226.55,13.28,32,63,Jaipur,926523,ANDROID,PROMO0059
ORD0001825,CUST013294,REST04102,AGENT01098,2026-04-28 15:12:16,2026-04-28 15:17:16,2026-04-28 15:38:16,DELIVERED,353,44,51,17.65,377.65,8.9,46,20,Mumbai,812066,IOS,PROMO0420
ORD0001826,CUST001134,REST04077,AGENT02756,2026-04-17 07:15:37,2026-04-17 07:19:37,2026-04-17 07:52:37,CANCELLED,1100,142,25,55.0,1038.0,5.78,57,74,Pune,642946,IOS,PROMO0394
ORD0001827,CUST033043,REST08000,AGENT02904,2026-04-26 02:15:32,2026-04-26 02:25:32,2026-04-26 03:22:32,DELIVERED,1000,12,36,50.0,1074.0,8.17,31,64,Hyderabad,442310,WEB,PROMO0153
ORD0001828,CUST006317,REST01500,AGENT03351,2026-05-05 03:03:34,2026-05-05 03:12:34,2026-05-05 03:56:34,CANCELLED,471,240,25,23.55,279.55,1.85,38,54,Delhi,739173,IOS,PROMO0358
ORD0001829,CUST042135,REST03547,AGENT04821,2026-04-29 21:09:29,2026-04-29 21:16:29,2026-04-29 22:14:29,CANCELLED,1390,59,61,69.5,1461.5,8.99,42,39,Pune,685247,WEB,PROMO0393
ORD0001830,CUST014233,REST06536,AGENT01507,2026-04-15 00:18:35,2026-04-15 00:26:35,2026-04-15 01:08:35,CANCELLED,798,37,48,39.9,848.9,12.91,32,72,Mumbai,61578,IOS,PROMO0380
ORD0001831,CUST028018,REST09519,AGENT03103,2026-04-19 11:35:03,2026-04-19 11:36:03,2026-04-19 11:58:03,CANCELLED,627,64,70,31.35,664.35,12.39,31,26,Hyderabad,428304,ANDROID,PROMO0317
ORD0001832,CUST014159,REST05056,AGENT02700,2026-05-14 14:02:38,2026-05-14 14:07:38,2026-05-14 14:41:38,CANCELLED,350,63,25,17.5,329.5,12.74,39,29,Mumbai,451606,IOS,PROMO0155
ORD0001833,CUST008219,REST00573,AGENT02028,2026-05-02 11:59:39,2026-05-02 12:06:39,2026-05-02 12:32:39,CANCELLED,313,111,22,15.65,239.65,1.4,25,28,Chennai,448350,ANDROID,PROMO0077
ORD0001834,CUST020938,REST01457,AGENT02177,2026-05-09 09:19:34,2026-05-09 09:27:34,2026-05-09 10:22:34,DELIVERED,593,216,26,29.65,432.65,4.67,26,52,Delhi,325822,ANDROID,PROMO0482
ORD0001835,CUST002641,REST02803,AGENT04079,2026-04-20 10:04:02,2026-04-20 10:12:02,2026-04-20 10:42:02,CANCELLED,328,83,41,16.4,302.4,14.28,42,56,Bangalore,518916,WEB,PROMO0057
ORD0001836,CUST043543,REST02301,AGENT00493,2026-05-08 11:08:06,2026-05-08 11:13:06,2026-05-08 11:54:06,CANCELLED,774,198,46,38.7,660.7,2.19,50,26,Hyderabad,532217,IOS,PROMO0310
ORD0001837,CUST044590,REST03429,AGENT01386,2026-05-06 15:26:29,2026-05-06 15:33:29,2026-05-06 15:59:29,CANCELLED,1331,131,20,66.55,1286.55,3.17,28,67,Chennai,133354,ANDROID,PROMO0333
ORD0001838,CUST016407,REST02513,AGENT02548,2026-05-06 04:41:04,2026-05-06 04:42:04,2026-05-06 05:09:04,DELIVERED,707,245,62,35.35,559.35,4.11,54,32,Gurgaon,989112,IOS,PROMO0153
ORD0001839,CUST045134,REST09263,AGENT03714,2026-05-01 04:38:33,2026-05-01 04:44:33,2026-05-01 05:08:33,DELIVERED,1470,209,53,73.5,1387.5,8.92,37,59,Hyderabad,863513,ANDROID,PROMO0049
ORD0001840,CUST040587,REST07467,AGENT04121,2026-04-20 17:09:45,2026-04-20 17:12:45,2026-04-20 17:56:45,CANCELLED,730,261,79,36.5,584.5,7.03,29,26,Jaipur,682594,ANDROID,PROMO0428
ORD0001841,CUST008608,REST09386,AGENT00053,2026-04-21 15:10:20,2026-04-21 15:19:20,2026-04-21 15:50:20,CANCELLED,848,203,63,42.4,750.4,10.42,51,20,Gurgaon,983575,WEB,PROMO0417
ORD0001842,CUST012725,REST07140,AGENT04507,2026-04-27 12:40:28,2026-04-27 12:47:28,2026-04-27 13:24:28,CANCELLED,414,154,50,20.7,330.7,12.12,49,69,Hyderabad,728698,IOS,PROMO0412
ORD0001843,CUST033232,REST00646,AGENT01468,2026-05-01 21:56:32,2026-05-01 22:03:32,2026-05-01 22:27:32,DELIVERED,444,198,32,22.2,300.2,14.23,20,59,Pune,810650,WEB,PROMO0336
ORD0001844,CUST035557,REST01871,AGENT01205,2026-04-23 13:20:49,2026-04-23 13:29:49,2026-04-23 14:26:49,DELIVERED,303,146,38,15.15,210.15,4.52,55,71,Chennai,809177,IOS,PROMO0353
ORD0001845,CUST013774,REST00207,AGENT02221,2026-04-20 22:39:26,2026-04-20 22:45:26,2026-04-20 23:21:26,CANCELLED,699,157,66,34.95,642.95,6.64,40,32,Pune,228046,IOS,PROMO0249
ORD0001846,CUST004746,REST04151,AGENT04536,2026-04-24 20:43:41,2026-04-24 20:50:41,2026-04-24 21:12:41,CANCELLED,769,194,22,38.45,635.45,13.83,60,35,Delhi,903108,IOS,PROMO0275
ORD0001847,CUST011515,REST08207,AGENT03596,2026-04-20 01:46:31,2026-04-20 01:55:31,2026-04-20 02:44:31,DELIVERED,1074,24,80,53.7,1183.7,3.9,35,43,Jaipur,112784,WEB,PROMO0370
ORD0001848,CUST010402,REST00802,AGENT02289,2026-05-10 08:20:20,2026-05-10 08:25:20,2026-05-10 09:10:20,CANCELLED,536,1,75,26.8,636.8,7.61,27,46,Mumbai,208479,IOS,PROMO0157
ORD0001849,CUST044765,REST06767,AGENT04254,2026-04-15 02:55:10,2026-04-15 02:57:10,2026-04-15 03:20:10,DELIVERED,766,212,29,38.3,621.3,3.39,36,33,Mumbai,97080,WEB,PROMO0459
ORD0001850,CUST006317,REST06047,AGENT01811,2026-04-27 20:06:22,2026-04-27 20:14:22,2026-04-27 21:08:22,CANCELLED,1164,109,80,58.2,1193.2,2.16,23,26,Delhi,739173,IOS,PROMO0360
ORD0001851,CUST014601,REST07101,AGENT03454,2026-04-19 10:29:03,2026-04-19 10:33:03,2026-04-19 11:16:03,CANCELLED,1384,151,50,69.2,1352.2,7.21,47,36,Chennai,397484,WEB,PROMO0377
ORD0001852,CUST015664,REST03194,AGENT04312,2026-05-10 06:08:05,2026-05-10 06:16:05,2026-05-10 06:50:05,DELIVERED,1111,137,80,55.55,1109.55,5.67,37,48,Bangalore,315722,ANDROID,PROMO0245
ORD0001853,CUST047583,REST07075,AGENT01468,2026-04-20 02:59:54,2026-04-20 03:04:54,2026-04-20 03:59:54,CANCELLED,539,210,28,26.95,383.95,10.92,31,34,Bangalore,529939,IOS,PROMO0334
ORD0001854,CUST032335,REST00257,AGENT02405,2026-04-28 05:46:14,2026-04-28 05:48:14,2026-04-28 06:15:14,CANCELLED,216,297,51,10.8,-19.2,7.89,53,65,Mumbai,279396,ANDROID,PROMO0423
ORD0001855,CUST024376,REST08575,AGENT02903,2026-05-14 06:01:30,2026-05-14 06:07:30,2026-05-14 06:39:30,CANCELLED,951,78,27,47.55,947.55,1.82,35,70,Delhi,462396,ANDROID,PROMO0135
ORD0001856,CUST028166,REST04301,AGENT02030,2026-04-16 23:04:36,2026-04-16 23:06:36,2026-04-16 23:30:36,CANCELLED,651,33,20,32.55,670.55,5.61,25,20,Jaipur,990654,IOS,PROMO0104
ORD0001857,CUST033034,REST04673,AGENT03338,2026-05-14 12:40:07,2026-05-14 12:50:07,2026-05-14 13:38:07,CANCELLED,1464,234,71,73.2,1374.2,11.17,35,27,Chennai,935867,IOS,PROMO0363
ORD0001858,CUST040592,REST02519,AGENT00303,2026-05-05 23:36:28,2026-05-05 23:39:28,2026-05-06 00:20:28,DELIVERED,1388,56,36,69.4,1437.4,3.05,45,65,Hyderabad,476284,WEB,PROMO0352
ORD0001859,CUST037911,REST09338,AGENT03156,2026-04-22 19:35:42,2026-04-22 19:41:42,2026-04-22 20:36:42,CANCELLED,793,99,28,39.65,761.65,10.26,28,75,Delhi,949424,IOS,PROMO0098
ORD0001860,CUST044150,REST09362,AGENT01480,2026-04-22 02:55:33,2026-04-22 03:04:33,2026-04-22 03:33:33,DELIVERED,1459,220,48,72.95,1359.95,10.89,50,43,Kolkata,202069,ANDROID,PROMO0500
