order_item_id,order_id,item_name,category,quantity,unit_price,total_price,is_veg
ITEM00001683,ORD0000691,Ice Cream Sundae,Desserts,3,188,564,True
ITEM00001684,ORD0000692,Mysore Dosa,South Indian,2,171,342,True
ITEM00001685,ORD0000692,Tandoori Chicken,North Indian,3,386,1158,False
ITEM00001686,ORD0000693,Idli Sambhar,South Indian,3,262,786,True
ITEM00001687,ORD0000693,Margherita Pizza,Italian,2,432,864,True
ITEM00001688,ORD0000694,Brownie,Desserts,2,175,350,True
ITEM00001689,ORD0000694,Farmhouse Pizza,Italian,2,413,826,True
ITEM00001690,ORD0000695,Schezwan Noodles,Chinese,3,364,1092,True
ITEM00001691,ORD0000696,Farmhouse Pizza,Italian,3,311,933,True
ITEM00001692,ORD0000696,Manchurian,Chinese,1,196,196,True
ITEM00001693,ORD0000697,Butter Naan,North Indian,2,188,376,True
ITEM00001694,ORD0000697,Dal Makhani,North Indian,1,312,312,True
ITEM00001695,ORD0000698,Masala Fries,Fast Food,3,439,1317,True
ITEM00001696,ORD0000699,White Sauce Pasta,Italian,2,148,296,True
ITEM00001697,ORD0000700,Veg Burger,Fast Food,1,279,279,True
ITEM00001698,ORD0000701,Red Sauce Pasta,Italian,1,119,119,True
ITEM00001699,ORD0000701,Farmhouse Pizza,Italian,3,437,1311,True
ITEM00001700,ORD0000701,Kadhi Chawal,North Indian,3,98,294,True
ITEM00001701,ORD0000701,Gulab Jamun,Desserts,3,140,420,True
ITEM00001702,ORD0000702,Gulab Jamun,Desserts,3,341,1023,True
ITEM00001703,ORD0000703,Masala Dosa,South Indian,1,173,173,True
ITEM00001704,ORD0000703,Chicken Biryani,North Indian,3,346,1038,False
ITEM00001705,ORD0000703,Chilli Paneer,Chinese,1,243,243,True
ITEM00001706,ORD0000703,Paneer Butter Masala,North Indian,1,229,229,True
ITEM00001707,ORD0000704,Gulab Jamun,Desserts,2,198,396,True
ITEM00001708,ORD0000704,Chocolate Shake,Beverages,1,85,85,True
ITEM00001709,ORD0000704,Ice Cream Sundae,Desserts,1,389,389,True
ITEM00001710,ORD0000705,Tandoori Chicken,North Indian,1,122,122,False
ITEM00001711,ORD0000705,Chicken Biryani,North Indian,1,216,216,False
ITEM00001712,ORD0000705,Brownie,Desserts,3,416,1248,True
ITEM00001713,ORD0000705,Masala Fries,Fast Food,3,274,822,True
ITEM00001714,ORD0000706,Tandoori Chicken,North Indian,2,261,522,False
ITEM00001715,ORD0000706,Peri Peri Fries,Fast Food,3,84,252,True
ITEM00001716,ORD0000706,Mysore Dosa,South Indian,2,174,348,True
ITEM00001717,ORD0000707,Hakka Noodles,Chinese,1,329,329,True
ITEM00001718,ORD0000707,Margherita Pizza,Italian,3,80,240,True
ITEM00001719,ORD0000707,Idli Sambhar,South Indian,2,396,792,True
ITEM00001720,ORD0000707,Dal Makhani,North Indian,3,445,1335,True
ITEM00001721,ORD0000708,Red Sauce Pasta,Italian,1,211,211,True
ITEM00001722,ORD0000708,White Sauce Pasta,Italian,3,100,300,True
ITEM00001723,ORD0000709,Peri Peri Fries,Fast Food,2,313,626,True
ITEM00001724,ORD0000709,Chocolate Shake,Beverages,3,300,900,True
ITEM00001725,ORD0000709,Butter Naan,North Indian,3,390,1170,True
ITEM00001726,ORD0000709,Chocolate Shake,Beverages,2,217,434,True
ITEM00001727,ORD0000710,Chocolate Shake,Beverages,1,149,149,True
ITEM00001728,ORD0000710,Masala Fries,Fast Food,1,445,445,True
ITEM00001729,ORD0000710,Rasmalai,Desserts,1,128,128,True
ITEM00001730,ORD0000711,Gulab Jamun,Desserts,2,88,176,True
ITEM00001731,ORD0000711,Schezwan Noodles,Chinese,2,195,390,True
ITEM00001732,ORD0000711,Vada Sambhar,South Indian,1,128,128,True
ITEM00001733,ORD0000711,Hyderabadi Biryani,North Indian,1,83,83,False
ITEM00001734,ORD0000712,Chicken Biryani,North Indian,2,271,542,False
ITEM00001735,ORD0000712,Butter Naan,North Indian,1,251,251,True
ITEM00001736,ORD0000712,Masala Fries,Fast Food,1,307,307,True
ITEM00001737,ORD0000713,Farmhouse Pizza,Italian,2,438,876,True
ITEM00001738,ORD0000713,Red Sauce Pasta,Italian,2,153,306,True
ITEM00001739,ORD0000713,Veg Biryani,North Indian,1,262,262,True
ITEM00001740,ORD0000713,Chicken Tikka,North Indian,2,116,232,False
ITEM00001741,ORD0000714,Tandoori Chicken,North Indian,1,352,352,False
ITEM00001742,ORD0000715,Butter Naan,North Indian,3,265,795,True
ITEM00001743,ORD0000715,Peri Peri Fries,Fast Food,2,221,442,True
ITEM00001744,ORD0000715,Peri Peri Fries,Fast Food,1,311,311,True
ITEM00001745,ORD0000715,Chicken Tikka,North Indian,1,88,88,False
ITEM00001746,ORD0000716,Rasmalai,Desserts,3,401,1203,True
ITEM00001747,ORD0000717,Cold Coffee,Beverages,1,158,158,True
ITEM00001748,ORD0000717,Cold Coffee,Beverages,3,121,363,True
ITEM00001749,ORD0000718,Chicken Biryani,North Indian,2,93,186,False
ITEM00001750,ORD0000718,Chicken Biryani,North Indian,3,218,654,False
ITEM00001751,ORD0000718,Peri Peri Fries,Fast Food,3,335,1005,True
ITEM00001752,ORD0000719,Ice Cream Sundae,Desserts,3,92,276,True
ITEM00001753,ORD0000719,Manchurian,Chinese,2,170,340,True
ITEM00001754,ORD0000719,Mango Shake,Beverages,1,329,329,True
ITEM00001755,ORD0000719,Chole Bhature,North Indian,2,119,238,True
ITEM00001756,ORD0000720,Masala Fries,Fast Food,3,165,495,True
ITEM00001757,ORD0000720,Masala Dosa,South Indian,1,355,355,True
ITEM00001758,ORD0000720,Kadhi Chawal,North Indian,3,304,912,True
ITEM00001759,ORD0000720,Veg Burger,Fast Food,3,140,420,True
ITEM00001760,ORD0000721,Vada Sambhar,South Indian,2,216,432,True
ITEM00001761,ORD0000721,Ice Cream Sundae,Desserts,2,234,468,True
ITEM00001762,ORD0000721,Rajma Chawal,North Indian,2,379,758,True
ITEM00001763,ORD0000722,Veg Burger,Fast Food,1,106,106,True
ITEM00001764,ORD0000722,Ice Cream Sundae,Desserts,1,131,131,True
ITEM00001765,ORD0000723,Chole Bhature,North Indian,1,244,244,True
ITEM00001766,ORD0000724,Masala Dosa,South Indian,2,450,900,True
ITEM00001767,ORD0000725,Manchurian,Chinese,2,149,298,True
ITEM00001768,ORD0000725,Ice Cream Sundae,Desserts,1,357,357,True
ITEM00001769,ORD0000725,Peri Peri Fries,Fast Food,2,222,444,True
ITEM00001770,ORD0000726,Vada Sambhar,South Indian,2,193,386,True
ITEM00001771,ORD0000726,Margherita Pizza,Italian,3,318,954,True
ITEM00001772,ORD0000726,Tandoori Chicken,North Indian,1,154,154,False
ITEM00001773,ORD0000726,Tandoori Chicken,North Indian,1,274,274,False
ITEM00001774,ORD0000727,Masala Dosa,South Indian,1,314,314,True
ITEM00001775,ORD0000727,Veg Burger,Fast Food,3,229,687,True
ITEM00001776,ORD0000727,Peri Peri Fries,Fast Food,2,290,580,True
ITEM00001777,ORD0000728,Rasmalai,Desserts,1,353,353,True
ITEM00001778,ORD0000729,Manchurian,Chinese,1,325,325,True
ITEM00001779,ORD0000730,Paneer Butter Masala,North Indian,1,173,173,True
ITEM00001780,ORD0000730,Chicken Biryani,North Indian,3,215,645,False
ITEM00001781,ORD0000731,Red Sauce Pasta,Italian,1,445,445,True
ITEM00001782,ORD0000731,Pav Bhaji,Fast Food,1,365,365,True
ITEM00001783,ORD0000731,Ice Cream Sundae,Desserts,1,445,445,True
ITEM00001784,ORD0000732,Chicken Tikka,North Indian,2,425,850,False
ITEM00001785,ORD0000732,Rasmalai,Desserts,2,230,460,True
ITEM00001786,ORD0000733,Tandoori Chicken,North Indian,2,147,294,False
ITEM00001787,ORD0000733,Masala Fries,Fast Food,1,348,348,True
ITEM00001788,ORD0000734,Kadhi Chawal,North Indian,1,341,341,True
ITEM00001789,ORD0000734,Hyderabadi Biryani,North Indian,1,251,251,False
ITEM00001790,ORD0000734,Chicken Burger,Fast Food,1,249,249,False
ITEM00001791,ORD0000735,Brownie,Desserts,1,241,241,True
ITEM00001792,ORD0000735,Masala Dosa,South Indian,1,425,425,True
ITEM00001793,ORD0000736,Kadhi Chawal,North Indian,1,267,267,True
ITEM00001794,ORD0000736,Hakka Noodles,Chinese,3,86,258,True
ITEM00001795,ORD0000737,Tandoori Chicken,North Indian,3,148,444,False
ITEM00001796,ORD0000737,Gulab Jamun,Desserts,3,433,1299,True
ITEM00001797,ORD0000737,Chicken Burger,Fast Food,1,116,116,False
ITEM00001798,ORD0000738,Vada Sambhar,South Indian,3,299,897,True
ITEM00001799,ORD0000738,Schezwan Noodles,Chinese,2,361,722,True
ITEM00001800,ORD0000738,Tandoori Chicken,North Indian,2,134,268,False
ITEM00001801,ORD0000739,Chicken Burger,Fast Food,3,96,288,False
ITEM00001802,ORD0000739,Idli Sambhar,South Indian,2,224,448,True
ITEM00001803,ORD0000739,Chicken Biryani,North Indian,3,404,1212,False
ITEM00001804,ORD0000739,Hakka Noodles,Chinese,1,164,164,True
ITEM00001805,ORD0000740,Schezwan Noodles,Chinese,1,347,347,True
ITEM00001806,ORD0000741,Rasmalai,Desserts,3,84,252,True
ITEM00001807,ORD0000741,Pav Bhaji,Fast Food,3,107,321,True
ITEM00001808,ORD0000741,Chilli Paneer,Chinese,1,113,113,True
ITEM00001809,ORD0000741,Kadhi Chawal,North Indian,3,267,801,True
ITEM00001810,ORD0000742,Brownie,Desserts,1,193,193,True
ITEM00001811,ORD0000742,Schezwan Noodles,Chinese,1,237,237,True
ITEM00001812,ORD0000742,White Sauce Pasta,Italian,3,266,798,True
ITEM00001813,ORD0000742,Chilli Paneer,Chinese,3,281,843,True
ITEM00001814,ORD0000743,Rasmalai,Desserts,2,209,418,True
ITEM00001815,ORD0000743,Chilli Paneer,Chinese,3,237,711,True
ITEM00001816,ORD0000744,Veg Burger,Fast Food,3,416,1248,True
ITEM00001817,ORD0000744,Idli Sambhar,South Indian,1,120,120,True
ITEM00001818,ORD0000744,Red Sauce Pasta,Italian,3,303,909,True
ITEM00001819,ORD0000745,White Sauce Pasta,Italian,3,237,711,True
ITEM00001820,ORD0000745,Manchurian,Chinese,1,287,287,True
ITEM00001821,ORD0000745,Rasmalai,Desserts,2,201,402,True
ITEM00001822,ORD0000746,Red Sauce Pasta,Italian,2,288,576,True
ITEM00001823,ORD0000746,Paneer Butter Masala,North Indian,2,101,202,True
ITEM00001824,ORD0000746,Gulab Jamun,Desserts,2,383,766,True
ITEM00001825,ORD0000746,Rajma Chawal,North Indian,3,319,957,True
ITEM00001826,ORD0000747,Gulab Jamun,Desserts,3,353,1059,True
ITEM00001827,ORD0000747,Chole Bhature,North Indian,2,147,294,True
ITEM00001828,ORD0000748,Hyderabadi Biryani,North Indian,3,367,1101,False
ITEM00001829,ORD0000748,Brownie,Desserts,3,419,1257,True
ITEM00001830,ORD0000748,Hyderabadi Biryani,North Indian,1,321,321,False
ITEM00001831,ORD0000749,Schezwan Noodles,Chinese,3,183,549,True
ITEM00001832,ORD0000749,Dal Makhani,North Indian,3,89,267,True
ITEM00001833,ORD0000749,Cold Coffee,Beverages,1,190,190,True
ITEM00001834,ORD0000749,Paneer Butter Masala,North Indian,3,382,1146,True
ITEM00001835,ORD0000750,Mango Shake,Beverages,3,370,1110,True
ITEM00001836,ORD0000750,Veg Biryani,North Indian,2,339,678,True
ITEM00001837,ORD0000750,Mango Shake,Beverages,1,392,392,True
ITEM00001838,ORD0000751,Chicken Biryani,North Indian,1,368,368,False
ITEM00001839,ORD0000751,Chicken Tikka,North Indian,3,292,876,False
ITEM00001840,ORD0000751,Chocolate Shake,Beverages,3,307,921,True
ITEM00001841,ORD0000751,Tandoori Chicken,North Indian,1,273,273,False
ITEM00001842,ORD0000752,Vada Sambhar,South Indian,1,150,150,True
ITEM00001843,ORD0000752,Chicken Tikka,North Indian,2,140,280,False
ITEM00001844,ORD0000753,Chicken Burger,Fast Food,1,285,285,False
ITEM00001845,ORD0000753,Brownie,Desserts,1,242,242,True
ITEM00001846,ORD0000753,Mysore Dosa,South Indian,2,449,898,True
ITEM00001847,ORD0000753,Hakka Noodles,Chinese,3,392,1176,True
ITEM00001848,ORD0000754,Hakka Noodles,Chinese,3,166,498,True
ITEM00001849,ORD0000755,Butter Naan,North Indian,1,92,92,True
ITEM00001850,ORD0000755,Paneer Butter Masala,North Indian,3,230,690,True
ITEM00001851,ORD0000755,Rasmalai,Desserts,3,421,1263,True
ITEM00001852,ORD0000756,Butter Naan,North Indian,2,424,848,True
ITEM00001853,ORD0000756,Ice Cream Sundae,Desserts,1,266,266,True
ITEM00001854,ORD0000757,Mango Shake,Beverages,2,146,292,True
ITEM00001855,ORD0000757,Chocolate Shake,Beverages,2,181,362,True
ITEM00001856,ORD0000757,Cold Coffee,Beverages,2,432,864,True
ITEM00001857,ORD0000757,Chole Bhature,North Indian,2,389,778,True
ITEM00001858,ORD0000758,Chicken Biryani,North Indian,1,315,315,False
ITEM00001859,ORD0000758,Veg Biryani,North Indian,2,230,460,True
ITEM00001860,ORD0000758,Manchurian,Chinese,1,364,364,True
ITEM00001861,ORD0000759,Chicken Burger,Fast Food,1,330,330,False
ITEM00001862,ORD0000759,Paneer Butter Masala,North Indian,1,397,397,True
ITEM00001863,ORD0000760,Veg Burger,Fast Food,1,116,116,True
ITEM00001864,ORD0000760,Hyderabadi Biryani,North Indian,3,130,390,False
ITEM00001865,ORD0000761,Mysore Dosa,South Indian,2,174,348,True
ITEM00001866,ORD0000761,Chicken Biryani,North Indian,1,319,319,False
ITEM00001867,ORD0000762,Mysore Dosa,South Indian,2,346,692,True
ITEM00001868,ORD0000763,Idli Sambhar,South Indian,1,149,149,True
ITEM00001869,ORD0000763,Chilli Paneer,Chinese,1,406,406,True
ITEM00001870,ORD0000763,Cold Coffee,Beverages,1,264,264,True
ITEM00001871,ORD0000764,Tandoori Chicken,North Indian,1,258,258,False
ITEM00001872,ORD0000765,Idli Sambhar,South Indian,1,431,431,True
ITEM00001873,ORD0000765,Rajma Chawal,North Indian,1,237,237,True
ITEM00001874,ORD0000766,Dal Makhani,North Indian,2,105,210,True
ITEM00001875,ORD0000767,Cold Coffee,Beverages,1,85,85,True
ITEM00001876,ORD0000767,Chicken Burger,Fast Food,1,377,377,False
ITEM00001877,ORD0000767,Cold Coffee,Beverages,3,300,900,True
ITEM00001878,ORD0000767,Cold Coffee,Beverages,1,365,365,True
ITEM00001879,ORD0000768,Chicken Burger,Fast Food,3,211,633,False
ITEM00001880,ORD0000768,Chole Bhature,North Indian,3,323,969,True
ITEM00001881,ORD0000769,Peri Peri Fries,Fast Food,2,432,864,True
ITEM00001882,ORD0000769,Vada Sambhar,South Indian,3,126,378,True
ITEM00001883,ORD0000769,Chilli Paneer,Chinese,3,138,414,True
ITEM00001884,ORD0000770,Butter Naan,North Indian,1,386,386,True
ITEM00001885,ORD0000770,Schezwan Noodles,Chinese,3,368,1104,True
ITEM00001886,ORD0000771,Rajma Chawal,North Indian,3,263,789,True
ITEM00001887,ORD0000771,Masala Fries,Fast Food,2,415,830,True
ITEM00001888,ORD0000772,Margherita Pizza,Italian,3,341,1023,True
ITEM00001889,ORD0000772,Butter Naan,North Indian,2,117,234,True
ITEM00001890,ORD0000772,Masala Fries,Fast Food,2,346,692,True
ITEM00001891,ORD0000773,Chicken Burger,Fast Food,3,320,960,False
ITEM00001892,ORD0000774,Veg Biryani,North Indian,2,189,378,True
ITEM00001893,ORD0000775,Paneer Butter Masala,North Indian,3,441,1323,True
ITEM00001894,ORD0000775,Chicken Biryani,North Indian,2,282,564,False
ITEM00001895,ORD0000775,Mysore Dosa,South Indian,1,403,403,True
ITEM00001896,ORD0000776,Schezwan Noodles,Chinese,2,182,364,True
ITEM00001897,ORD0000776,Red Sauce Pasta,Italian,3,397,1191,True
ITEM00001898,ORD0000776,Chole Bhature,North Indian,3,143,429,True
ITEM00001899,ORD0000777,Mysore Dosa,South Indian,2,102,204,True
ITEM00001900,ORD0000777,Idli Sambhar,South Indian,3,365,1095,True
ITEM00001901,ORD0000778,Hyderabadi Biryani,North Indian,3,171,513,False
ITEM00001902,ORD0000778,Margherita Pizza,Italian,1,125,125,True
ITEM00001903,ORD0000778,Mysore Dosa,South Indian,3,179,537,True
ITEM00001904,ORD0000779,Rajma Chawal,North Indian,3,125,375,True
ITEM00001905,ORD0000780,Hakka Noodles,Chinese,1,176,176,True
ITEM00001906,ORD0000780,Pav Bhaji,Fast Food,3,297,891,True
ITEM00001907,ORD0000780,Margherita Pizza,Italian,1,179,179,True
ITEM00001908,ORD0000780,Farmhouse Pizza,Italian,3,216,648,True
ITEM00001909,ORD0000781,Vada Sambhar,South Indian,2,246,492,True
ITEM00001910,ORD0000782,Hyderabadi Biryani,North Indian,2,146,292,False
ITEM00001911,ORD0000782,Cold Coffee,Beverages,3,150,450,True
ITEM00001912,ORD0000782,Schezwan Noodles,Chinese,1,200,200,True
ITEM00001913,ORD0000783,Masala Fries,Fast Food,3,125,375,True
ITEM00001914,ORD0000784,Pav Bhaji,Fast Food,1,368,368,True
ITEM00001915,ORD0000784,Red Sauce Pasta,Italian,2,130,260,True
ITEM00001916,ORD0000784,Butter Naan,North Indian,1,421,421,True
ITEM00001917,ORD0000785,Veg Biryani,North Indian,3,259,777,True
ITEM00001918,ORD0000786,Peri Peri Fries,Fast Food,1,160,160,True
ITEM00001919,ORD0000786,Chicken Tikka,North Indian,2,362,724,False
ITEM00001920,ORD0000786,Rajma Chawal,North Indian,1,91,91,True
ITEM00001921,ORD0000787,Rasmalai,Desserts,1,334,334,True
ITEM00001922,ORD0000788,Chilli Paneer,Chinese,2,197,394,True
ITEM00001923,ORD0000788,Vada Sambhar,South Indian,2,92,184,True
ITEM00001924,ORD0000789,Farmhouse Pizza,Italian,2,120,240,True
ITEM00001925,ORD0000789,Gulab Jamun,Desserts,1,119,119,True
ITEM00001926,ORD0000789,Paneer Butter Masala,North Indian,3,390,1170,True
ITEM00001927,ORD0000789,Vada Sambhar,South Indian,1,424,424,True
ITEM00001928,ORD0000790,Pav Bhaji,Fast Food,1,268,268,True
ITEM00001929,ORD0000790,Masala Dosa,South Indian,2,129,258,True
ITEM00001930,ORD0000790,Farmhouse Pizza,Italian,1,111,111,True
ITEM00001931,ORD0000790,Chole Bhature,North Indian,2,283,566,True
ITEM00001932,ORD0000791,Hyderabadi Biryani,North Indian,2,412,824,False
ITEM00001933,ORD0000792,Mysore Dosa,South Indian,2,264,528,True
ITEM00001934,ORD0000793,Chicken Burger,Fast Food,1,236,236,False
ITEM00001935,ORD0000793,Veg Burger,Fast Food,3,427,1281,True
ITEM00001936,ORD0000794,Veg Biryani,North Indian,2,332,664,True
ITEM00001937,ORD0000794,Ice Cream Sundae,Desserts,2,206,412,True
ITEM00001938,ORD0000794,Farmhouse Pizza,Italian,2,363,726,True
ITEM00001939,ORD0000795,Margherita Pizza,Italian,2,354,708,True
ITEM00001940,ORD0000795,Rajma Chawal,North Indian,2,85,170,True
ITEM00001941,ORD0000796,Hakka Noodles,Chinese,3,424,1272,True
ITEM00001942,ORD0000796,Masala Fries,Fast Food,3,228,684,True
ITEM00001943,ORD0000796,Masala Fries,Fast Food,1,357,357,True
ITEM00001944,ORD0000797,Mango Shake,Beverages,3,237,711,True
ITEM00001945,ORD0000797,Chilli Paneer,Chinese,2,297,594,True
ITEM00001946,ORD0000797,Masala Dosa,South Indian,2,447,894,True
ITEM00001947,ORD0000798,Farmhouse Pizza,Italian,2,272,544,True
ITEM00001948,ORD0000798,Rasmalai,Desserts,2,300,600,True
ITEM00001949,ORD0000798,Ice Cream Sundae,Desserts,1,130,130,True
ITEM00001950,ORD0000798,Veg Biryani,North Indian,2,106,212,True
ITEM00001951,ORD0000799,White Sauce Pasta,Italian,1,239,239,True
ITEM00001952,ORD0000799,Brownie,Desserts,2,318,636,True
ITEM00001953,ORD0000799,Chicken Tikka,North Indian,1,196,196,False
ITEM00001954,ORD0000799,Pav Bhaji,Fast Food,2,328,656,True
ITEM00001955,ORD0000800,Veg Biryani,North Indian,2,97,194,True
ITEM00001956,ORD0000800,Idli Sambhar,South Indian,2,314,628,True
ITEM00001957,ORD0000800,Gulab Jamun,Desserts,3,426,1278,True
ITEM00001958,ORD0000801,Kadhi Chawal,North Indian,1,275,275,True
ITEM00001959,ORD0000801,Kadhi Chawal,North Indian,2,387,774,True
ITEM00001960,ORD0000801,Cold Coffee,Beverages,3,254,762,True
ITEM00001961,ORD0000802,Paneer Butter Masala,North Indian,2,234,468,True
ITEM00001962,ORD0000803,Chocolate Shake,Beverages,2,262,524,True
ITEM00001963,ORD0000804,Farmhouse Pizza,Italian,3,210,630,True
ITEM00001964,ORD0000804,Vada Sambhar,South Indian,2,441,882,True
ITEM00001965,ORD0000804,Manchurian,Chinese,3,160,480,True
ITEM00001966,ORD0000805,Red Sauce Pasta,Italian,1,276,276,True
ITEM00001967,ORD0000805,Schezwan Noodles,Chinese,1,261,261,True
ITEM00001968,ORD0000805,Peri Peri Fries,Fast Food,2,121,242,True
ITEM00001969,ORD0000805,Mysore Dosa,South Indian,2,230,460,True
ITEM00001970,ORD0000806,Masala Fries,Fast Food,3,392,1176,True
ITEM00001971,ORD0000806,Paneer Butter Masala,North Indian,3,355,1065,True
ITEM00001972,ORD0000806,Red Sauce Pasta,Italian,3,189,567,True
ITEM00001973,ORD0000806,Chicken Biryani,North Indian,1,88,88,False
ITEM00001974,ORD0000807,Tandoori Chicken,North Indian,3,158,474,False
ITEM00001975,ORD0000808,Paneer Butter Masala,North Indian,1,402,402,True
ITEM00001976,ORD0000808,Hakka Noodles,Chinese,1,297,297,True
ITEM00001977,ORD0000808,Mysore Dosa,South Indian,3,259,777,True
ITEM00001978,ORD0000808,Masala Fries,Fast Food,2,206,412,True
ITEM00001979,ORD0000809,Tandoori Chicken,North Indian,1,135,135,False
ITEM00001980,ORD0000809,Brownie,Desserts,2,197,394,True
ITEM00001981,ORD0000809,Kadhi Chawal,North Indian,3,317,951,True
ITEM00001982,ORD0000810,Idli Sambhar,South Indian,1,140,140,True
ITEM00001983,ORD0000810,Cold Coffee,Beverages,3,352,1056,True
ITEM00001984,ORD0000811,Schezwan Noodles,Chinese,2,363,726,True
ITEM00001985,ORD0000811,Schezwan Noodles,Chinese,1,316,316,True
ITEM00001986,ORD0000811,Dal Makhani,North Indian,3,337,1011,True
ITEM00001987,ORD0000812,Tandoori Chicken,North Indian,3,90,270,False
ITEM00001988,ORD0000813,Chicken Biryani,North Indian,1,219,219,False
ITEM00001989,ORD0000814,Idli Sambhar,South Indian,2,393,786,True
ITEM00001990,ORD0000815,Paneer Butter Masala,North Indian,1,106,106,True
ITEM00001991,ORD0000815,Red Sauce Pasta,Italian,2,361,722,True
ITEM00001992,ORD0000816,Vada Sambhar,South Indian,1,84,84,True
ITEM00001993,ORD0000817,Gulab Jamun,Desserts,1,213,213,True
ITEM00001994,ORD0000817,Hyderabadi Biryani,North Indian,3,339,1017,False
ITEM00001995,ORD0000817,Peri Peri Fries,Fast Food,2,116,232,True
ITEM00001996,ORD0000818,Schezwan Noodles,Chinese,1,253,253,True
ITEM00001997,ORD0000819,Chicken Biryani,North Indian,2,109,218,False
ITEM00001998,ORD0000819,Dal Makhani,North Indian,3,422,1266,True
ITEM00001999,ORD0000820,Manchurian,Chinese,2,257,514,True
ITEM00002000,ORD0000821,Vada Sambhar,South Indian,1,139,139,True
ITEM00002001,ORD0000821,Vada Sambhar,South Indian,1,173,173,True
ITEM00002002,ORD0000821,Farmhouse Pizza,Italian,2,101,202,True
ITEM00002003,ORD0000822,Kadhi Chawal,North Indian,3,174,522,True
ITEM00002004,ORD0000822,Peri Peri Fries,Fast Food,3,277,831,True
ITEM00002005,ORD0000822,Butter Naan,North Indian,1,308,308,True
ITEM00002006,ORD0000822,Dal Makhani,North Indian,2,142,284,True
ITEM00002007,ORD0000823,Vada Sambhar,South Indian,3,332,996,True
ITEM00002008,ORD0000823,Rajma Chawal,North Indian,1,218,218,True
ITEM00002009,ORD0000823,Brownie,Desserts,3,246,738,True
ITEM00002010,ORD0000823,Hakka Noodles,Chinese,2,436,872,True
ITEM00002011,ORD0000824,Hakka Noodles,Chinese,1,443,443,True
ITEM00002012,ORD0000825,Hyderabadi Biryani,North Indian,3,315,945,False
ITEM00002013,ORD0000826,Hakka Noodles,Chinese,1,184,184,True
ITEM00002014,ORD0000827,Brownie,Desserts,2,243,486,True
ITEM00002015,ORD0000827,Farmhouse Pizza,Italian,1,354,354,True
ITEM00002016,ORD0000827,Idli Sambhar,South Indian,1,117,117,True
ITEM00002017,ORD0000827,Peri Peri Fries,Fast Food,1,111,111,True
ITEM00002018,ORD0000828,Chocolate Shake,Beverages,1,136,136,True
ITEM00002019,ORD0000828,Mysore Dosa,South Indian,2,377,754,True
ITEM00002020,ORD0000829,Butter Naan,North Indian,1,359,359,True
ITEM00002021,ORD0000829,Chicken Biryani,North Indian,2,344,688,False
ITEM00002022,ORD0000829,Chole Bhature,North Indian,2,230,460,True
ITEM00002023,ORD0000829,Paneer Butter Masala,North Indian,3,449,1347,True
ITEM00002024,ORD0000830,Chicken Biryani,North Indian,3,272,816,False
ITEM00002025,ORD0000830,Pav Bhaji,Fast Food,1,347,347,True
ITEM00002026,ORD0000831,Chicken Tikka,North Indian,1,334,334,False
ITEM00002027,ORD0000831,Veg Burger,Fast Food,1,275,275,True
ITEM00002028,ORD0000831,Farmhouse Pizza,Italian,2,416,832,True
ITEM00002029,ORD0000831,Vada Sambhar,South Indian,1,356,356,True
ITEM00002030,ORD0000832,Brownie,Desserts,1,171,171,True
ITEM00002031,ORD0000832,Dal Makhani,North Indian,2,105,210,True
ITEM00002032,ORD0000832,Ice Cream Sundae,Desserts,2,192,384,True
ITEM00002033,ORD0000833,Cold Coffee,Beverages,3,162,486,True
ITEM00002034,ORD0000834,Rasmalai,Desserts,1,301,301,True
ITEM00002035,ORD0000834,Paneer Butter Masala,North Indian,1,138,138,True
ITEM00002036,ORD0000834,Chole Bhature,North Indian,1,182,182,True
ITEM00002037,ORD0000834,Farmhouse Pizza,Italian,1,182,182,True
ITEM00002038,ORD0000835,Butter Naan,North Indian,3,107,321,True
ITEM00002039,ORD0000836,Chole Bhature,North Indian,1,130,130,True
ITEM00002040,ORD0000836,Chicken Burger,Fast Food,1,133,133,False
ITEM00002041,ORD0000836,Red Sauce Pasta,Italian,2,160,320,True
ITEM00002042,ORD0000836,Hakka Noodles,Chinese,1,366,366,True
ITEM00002043,ORD0000837,Pav Bhaji,Fast Food,2,414,828,True
ITEM00002044,ORD0000837,Peri Peri Fries,Fast Food,1,155,155,True
ITEM00002045,ORD0000837,Rasmalai,Desserts,1,201,201,True
ITEM00002046,ORD0000837,Manchurian,Chinese,1,434,434,True
ITEM00002047,ORD0000838,Manchurian,Chinese,2,328,656,True
ITEM00002048,ORD0000839,Mango Shake,Beverages,3,338,1014,True
ITEM00002049,ORD0000840,Chole Bhature,North Indian,3,183,549,True
ITEM00002050,ORD0000840,Chicken Tikka,North Indian,2,101,202,False
ITEM00002051,ORD0000840,Farmhouse Pizza,Italian,2,292,584,True
ITEM00002052,ORD0000841,Vada Sambhar,South Indian,3,90,270,True
ITEM00002053,ORD0000841,Peri Peri Fries,Fast Food,1,422,422,True
ITEM00002054,ORD0000841,Chole Bhature,North Indian,2,251,502,True
ITEM00002055,ORD0000842,Chicken Biryani,North Indian,3,427,1281,False
ITEM00002056,ORD0000842,Chole Bhature,North Indian,1,110,110,True
ITEM00002057,ORD0000842,Masala Fries,Fast Food,1,426,426,True
ITEM00002058,ORD0000842,Vada Sambhar,South Indian,2,153,306,True
ITEM00002059,ORD0000843,Dal Makhani,North Indian,1,140,140,True
